firstName,lastName,DOB,birthCountry,deathDate,careerStart,careerEnd
Nicola,Piovani,1946-01-01,Italy,,1971,
Ted,Tetzlaff,1903-01-01,United States,1995-01-07,,
Reg,Allen,1917-01-01,United Kingdom,1989-03-01,1963,1980
George,Bruns,1914-01-01,United States,1983-05-23,1983,1983
Marjorie,Best,1903-01-01,United States,1997-06-14,1938,1965
Ron,Talsky,1934-01-01,United States,1995-09-09,1960,1996
Charles,Roven,1949-01-01,,,,
Marlon,Brando,1924-01-01,United States,2004-07-01,1944,2004
Michael,Whittaker,,,,1942,1963
Andy,Lewis,1925-01-01,United States,2018-02-28,,
Gints,Zilbalodis,1994-01-01,Latvia,,,
James,Jones,1931-01-01,United States,2024-09-09,1953,2021
John,Refoua,1964-01-01,Iran,2023-05-14,1990,2023
Jerzy,Kawalerowicz,1922-01-01,,2007-12-01,1952,2001
Ian,Hunter,1915-01-01,United Kingdom,1991-03-01,,
Ron,Kovic,1946-01-01,United States,,,
Terry,Frazee,,,,1973,2004
Akim,Tamiroff,1899-01-01,Russia,1972-09-17,1919,1972
Lydia,Pilcher,,,,,
Charles,Gibson,,,,1985,
Robert,Clouse,1928-01-01,United States,1997-02-04,1970,1992
Stephane,Grabli,,,,,
Nena,Danevic,,,,1981,1989
Leo,McCarey,1898-01-01,United States,1969-07-05,,
Tom,Ackerley,1990-01-01,United Kingdom,,2001,
Vernon,Walker,1894-01-01,United States,1948-03-01,1920,1948
Lyle,Burbridge,,,2006-01-16,1970,1985
Philippe,Carcassonne,,,,1986,
Gary,Jones,1947-01-01,United States,,1979,
Yance,Ford,,,,,
Michael,Powell,1905-01-01,United Kingdom,1990-02-01,1925,1983
Homer,Tasker,1899-01-01,United States,1990-01-09,1936,1937
Murray,Schisgal,1926-01-01,United States,2020-10-01,,
Montxo,Armendáriz,1949-01-01,Spain,,1974,
Dean,Semler,1943-01-01,Australia,,1971,
Michael,McAlister,1954-01-01,,,1977,2008
Max,Martin,1971-01-01,Sweden,,1984,
Richard,Zanuck,1934-01-01,United States,2012-07-13,1956,2012
Temilade,Openiyi,1995-01-01,Nigeria,,2018,
Buddy,Myers,1906-01-01,United States,1967-07-25,1929,1967
Bert,Haanstra,1916-01-01,Netherlands,1997-10-01,1948,1988
Thomas,Whitlock,1954-01-01,United States,2023-02-18,,
Blye,Faust,1975-01-01,,,,
Spike,Lee,1957-01-01,United States,,1977,
Nathan,Levinson,1888-01-01,United States,1952-10-18,1927,1951
Karen,Thomas,,,,,
Mary,Markey,,,,,
Elmer,Dyer,1892-08-24,United States,1970-02-08,,
Simon,Blackwell,1966-01-01,United Kingdom,,1999,
Nia,Vardalos,1962-01-01,Canada,,1996,
Gaetano,Daniele,,,,1981,
Diana,Stoughton,,,,,
Nathaniel,Shilkret,1889-01-01,United States,1982-02-18,,
Lew,Pollack,1895-07-16,United States,1946-01-18,,
Christopher,Townsend,,,,1995,
Matt,Villa,,Australia,,1999,
Tamara,Jenkins,1962-01-01,United States,,1991,
Philip,Rosenberg,1935-01-01,United States,,1968,2002
Scandar,Copti,1975-01-01,Israel,,,
Duncan,Kenworthy,1949-01-01,United Kingdom,,,
John,Aalberg,1897-01-01,United States,1984-08-30,1933,1954
Will,Butler,1982-01-01,United States,,,
Jim,Taylor,1962-01-01,United States,,1987,
Horton,Foote,1916-01-01,United States,2009-03-04,,
Stuart,Wilson,,,,1992,
Clarence,Slifer,1904-08-31,,1993-01-01,1931,1968
Hayao,Miyazaki,1941-01-01,Japan,,1963,
John,Ford,1894-01-01,United States,1973-08-31,1913,1966
Laurent,Witz,1975-01-01,France,,,
Craig,Henighan,,,,,
Teresa,Wright,1918-01-01,United States,2005-03-06,1941,1997
William,Creber,1931-01-01,United States,2019-03-07,1964,2001
Jean-Louis,Richard,1927-01-01,France,2012-06-01,,
Ennio,Flaiano,1910-01-01,Italy,1972-11-01,,
Michael,O'Connor,1965-01-01,United Kingdom,,1993,
Bess,Meredyth,1890-01-01,,1969-07-13,1912,1947
Harold,Michelson,1920-01-01,United States,2007-03-01,,
Robert,Jr.,1965-01-01,United States,,1970,
Jean-Claude,Carrière,1931-01-01,France,2021-02-01,1957,2021
Basil,Wrangell,1906-01-19,Italy,1977-04-26,,
Howard,Ashman,1950-01-01,United States,1991-03-14,1977,1991
Harry,Perry,1888-01-01,,1985-02-09,1920,1948
Zoltán,Fábri,1917-01-01,Austria-Hungary,1994-08-01,1951,1983
Jim,Mitchell,,,,,
Robert,Towne,1934-01-01,United States,2024-07-01,1960,2017
Michael,Caine,1933-01-01,United Kingdom,,1950,2023
Frederic,Forrest,1936-01-01,United States,2023-06-23,1967,2006
David,Campbell,,,,1977,2007
Juliette,Welfling,1956-01-01,,,,
Marsha,Mason,1942-01-01,United States,,1966,
Robert,Wright,1914-01-01,United States,2005-07-27,,
Douglas,Williams,1917-01-01,,1993-01-31,1965,1984
Nicolas,Aithadi,1972-01-01,France,,1996,
John,Barry,1935-01-01,United Kingdom,1979-06-01,,
Boris,Juraga,,,,1959,1980
Greg,Kwedar,,,,,
George,Jenkins,1908-01-01,United States,2007-04-06,1946,1990
Robert,Jr.,,,,1977,1999
Bryan,Litson,,,,,
Ross,Dowd,1907-01-01,,1965-08-25,1941,1966
Pierre-Louis,Thévenet,,,,1959,2001
Cathy,Featherstone,,United Kingdom,,,
Gianni,Quaranta,1943-01-01,,,1971,
Annemarie,Bradley,,,,,
Louis,Alter,1902-01-01,United States,1980-11-03,,
Chris,Ward,1970-01-01,New Zealand,,1995,
Andrew,Lazar,1966-01-01,United States,,,
J.,Thompson,1914-01-01,United Kingdom,2002-08-01,1937,1989
John,Wilkinson,1920-01-01,United States,2002-04-28,1958,1992
Maximilian,Schell,1930-01-01,Austria,2014-02-01,1955,2014
Burton,Miller,1924-01-01,United States,1982-03-05,1961,1983
Jonathan,Redmond,,,,,
Michael,Douglas,1944-01-01,United States,,1966,
Marco,Morabito,,,,1997,
Charles,Knight,1931-01-01,,2023-06-29,1964,1994
Sam,Cullman,1976-01-01,,,,
Noboru,Nakamura,1913-01-01,Japan,1981-05-01,,
Rob,Marshall,1960-01-01,United States,,,
Sidney,Glazier,1916-01-01,United States,2002-12-14,,
Marvin,March,1930-01-01,,2022-10-28,1964,1999
Brian,Cox,,,,,
Lewis,Stone,1879-01-01,United States,1953-09-12,1911,1953
John,Boyd,,,,1970,
Bertrand,Blier,1939-01-01,France,2025-01-01,1959,2019
Ainsley,Gardiner,,New Zealand,,,
Bob,Seger,1945-01-01,United States,,1961,1961
David,Crank,,,,1990,
Chris,Corbould,1958-01-01,United Kingdom,,,
Henry,King,1886-01-01,United States,1982-06-29,,
Tony,Richardson,1928-01-01,United Kingdom,1991-11-01,1952,1991
Reginald,Mills,1912-01-01,United Kingdom,1990-07-01,,
Adam,Graves,,United States,,2021,
Bob,Rafelson,1933-01-01,United States,2022-07-23,1959,2002
Herbie,Hancock,1940-01-01,United States,,1961,
Henry,Batista,1914-01-03,United States,2002-08-15,,
Ron,Clements,1953-01-01,United States,,1972,
Valerie,Curtin,,United States,,,
Caroline,Link,1964-01-01,Germany,,,
John,"Pritchett,C.A.S.",1947-01-01,United States,,1981,
Stephen,Woolley,1956-01-01,United Kingdom,,1980,
Randy,Thom,1951-01-01,United States,,1971,
Ted,Koehler,1894-01-01,United States,1973-01-17,,
Katharine,Hepburn,1907-01-01,United States,2003-06-29,1928,1995
Patrick,Doyon,1979-01-01,Canada,,,
Tony,Walton,1934-01-01,United Kingdom,2022-03-01,1957,2007
Ralf,Bode,1941-01-01,Germany,2001-02-27,1972,2001
Mark,Goldblatt,,,,,
Wendell,Mayes,1919-07-21,United States,1992-03-28,1955,1992
Frank,Morgan,1890-01-01,United States,1949-09-18,1914,1949
Robert,Redford,1936-01-01,United States,,1958,
Richard,Halsey,1940-01-01,,,1974,
Brad,Booker,1971-11-01,United States,,1995,
Fredric,Steinkamp,1928-01-01,,2002-02-20,1960,1995
Shane,Mahan,1964-01-01,United States,,,
Aki,Kaurismäki,1957-01-01,Finland,,,
Fred,Zinnemann,1907-01-01,Austria-Hungary,1997-03-14,1932,1982
Norman,Savage,1930-01-01,,1973-01-01,,
Jean-Pierre,Dorléac,1943-01-01,France,,1977,2004
Guy,Davidi,1978-01-01,Israel,,,
Frank,Brendel,1914-01-01,United States,1992-06-20,,
Danfung,Dennis,,,,,
Craig,Borten,1965-01-01,United States,,,
Raymond,Massey,1896-01-01,Canada,1983-07-29,1918,1973
Martin,Balsam,1919-01-01,United States,1996-02-13,1947,1995
Marcel,Camus,1912-01-01,France,1982-01-01,1957,1982
Chris,Walas,1955-01-01,United States,,1978,
Thomas,Mitchell,1892-01-01,United States,1962-12-17,1916,1962
Bruce,Robinson,1946-01-01,United Kingdom,,1967,
Daisuke,Tsutsumi,1974-01-01,Japan,,,
John,Smith,1943-01-01,Quebec,,1974,
J.,Ralph,1975-01-01,United States,,1997,
Edward,Eliscu,1902-01-01,United States,1998-06-18,,
Dean,Camp,1984-02-28,United States,,2008,
Martin,Hill,,,,2000,
Alexandre,Gavras,1969-01-01,France,,1991,
Petr,Forejt,1968-01-01,Czechoslovakia,,1990,
Robert,Altman,1925-01-01,United States,2006-11-20,1947,2006
Melisa,Wallack,1968-01-01,United States,,,
Maury,Yeston,1945-01-01,United States,,,
John,Druten,1901-01-01,United Kingdom,1957-12-01,1924,1952
Nicholas,Meyer,1945-01-01,United States,,,
Bill,Guttentag,,United States,,,
Amy,Ziering,1962-09-01,United States,,1998,
Luis,Bacalov,1933-01-01,Argentina,2017-11-01,,
Judy,Collins,1939-01-01,United States,,1959,
Diana,Wynyard,1906-01-01,United Kingdom,1964-05-01,1928,1960
Jacques,Audiard,1952-01-01,France,,1974,
Robert,Kern,1885-03-29,,1972-05-30,,
Jacques,Perrin,1941-01-01,France,2022-04-01,1957,2022
Christopher,Plummer,1929-01-01,Canada,2021-02-05,1946,2021
Irving,Thalberg,1899-01-01,United States,1936-09-14,1921,1936
Jon,Else,1944-01-01,United States,,,
Nomi,Talisman,1968-01-01,Israel,,,
Teinosuke,Kinugasa,1896-01-01,Japan,1982-02-01,,
Michael,Shamberg,1945-01-01,United States,,,
Jeffrey,Melvin,,,,1992,
Julie,Goldman,,United States,,,
Kathryn,Bigelow,1951-01-01,United States,,1978,
Hugo,Niebeling,1931-01-01,Germany,2016-07-01,1956,2016
George,Kennedy,1925-01-01,United States,2016-02-28,1956,2014
Todd,Lieberman,1973-01-01,United States,,1996,
Robbie,Ryan,1970-01-01,Ireland,,1990,
Patrice,Leconte,1947-01-01,France,,1969,
Danford,Greene,1928-01-01,United States,2015-08-13,,
Damien,Chazelle,1985-01-01,United States,,2008,
John,Hayes,1930-01-01,United States,2000-08-21,,
Leslie,Howard,1893-01-01,United Kingdom,1943-06-01,1913,1943
Kenneth,Lonergan,1962-01-01,United States,,,
Mel,Metcalfe,,,,1981,2004
Survivor,,1955-01-01,United States,,1976,
Mason,Novick,1974-01-01,United States,,,
Glenn,Farr,1946-03-28,,2023-05-25,1973,2017
Harry,Horner,1910-01-01,Austria-Hungary,1994-12-05,,
Stuart,Benjamin,1946-01-01,United States,,,
Tom,Pedigo,1940-01-01,United States,2000-01-25,1977,1992
Bill,Nelson,1945-01-01,,2021-08-16,1975,1989
William,Vince,1963-01-23,Canada,2008-06-21,1992,2008
Stan,Chervin,,,,2011,
Melvin,Frank,1913-01-01,United States,1988-10-13,,
George,Cukor,1899-01-01,United States,1983-01-24,1930,1981
Dee,Hibbert-Jones,,United Kingdom,,2011,
Patrick,McLoughlin,,,,1961,1982
Robert,Mitchum,1917-01-01,United States,1997-07-01,1937,1995
Dennis,"Muren,A.S.C.",1946-01-01,United States,,,
Gu,Changwei,1957-01-01,China,,,
Leon,Gast,1936-01-01,United States,2021-03-08,,
John,Warhurst,,,,,
Bill,Gerber,1957-01-01,United States,,,
Claude,Goretta,1929-01-01,Switzerland,2019-02-01,1957,2006
Glenn,Williams,,,,1980,1996
Joel,Cox,1942-01-01,United States,,1969,
Fred,Ebb,1928-01-01,United States,2004-09-11,1956,2004
Anne-Marie,Marchand,1927-01-01,,2005-07-01,1956,1988
Michelle,Williams,1980-01-01,United States,,1993,
Charles,Novi,1887-06-30,Italy,1966-04-01,1936,1944
Denis,Sanders,1929-01-01,United States,1987-12-10,1954,1987
Harvey,Keitel,1939-01-01,United States,,1966,
Lee,Ha-jun,,,,,
Nathan,Juran,1907-01-01,Austria-Hungary,2002-10-23,,
Édouard,Molinaro,1928-01-01,France,2013-12-01,1946,2013
Alan,Parker,1944-01-01,United Kingdom,2020-07-01,1971,2003
Cynthia,Scott,1939-01-01,Canada,,,
Peter,Weir,1944-01-01,Australia,,1967,2010
Mark,Peploe,1943-01-01,Kenya,,1972,1996
Ian,Bryce,1956-01-01,United Kingdom,,,
Maria,Matteis,1898-01-01,Italy,1988-12-01,1937,1985
Lars-Magnus,Lindgren,1922-01-01,Sweden,2004-11-01,,
Alessandro,Bertolazzi,1958-01-01,Italy,,1988,
Gile,Steele,1908-01-01,United States,1952-03-16,1938,1952
Richard,Sylbert,1928-01-01,United States,2002-03-23,1953,2002
Patty,Smyth,1957-01-01,United States,,1981,
Ben,Burtt,1948-01-01,United States,,1975,
René,Clair,1898-01-01,France,1981-03-01,1924,1976
Dore,Schary,1905-01-01,United States,1980-07-07,,
Janet,Perlman,1954-01-01,Canada,,,
Craig,McKay,,,,,
Bryan,Grill,,,,1992,
Julie,Delpy,1969-01-01,France,,1976,
Dave,Grusin,1934-01-01,United States,,1962,
Ruth,Morley,1925-01-01,Austria,1991-02-12,1951,1991
Gianni,Amelio,1944-01-01,Italy,,,
Ernest,Palmer,1885-01-01,United States,1978-02-22,,
Dean,Parisot,1952-01-01,United States,,,
Norman,Lear,1922-01-01,United States,2023-12-05,1946,2023
Telly,Savalas,1922-01-01,United States,1994-01-22,1950,1994
Richard,Hymns,1947-01-01,United Kingdom,,,
Oliver,Smith,1918-01-01,United States,1994-01-23,,
Michael,Duncan,1957-01-01,United States,2012-09-03,1994,2012
Philippe,Rousselot,1945-01-01,France,,1968,
Danny,Aiello,1933-01-01,United States,2019-12-12,1970,2019
Mark,Isham,1951-01-01,United States,,1976,
The,Libertines,1976-01-01,United States,,2001,
Corinne,Marrinan,1974-01-01,United States,,1999,1999
Bill,Rowe,1931-01-01,United Kingdom,1992-09-01,1955,1992
Lionel,Couch,1913-01-01,,1989-01-01,1947,1980
John,Chambers,1922-09-12,United States,2001-08-25,,
Willy,DeVille,1950-01-01,United States,2009-08-06,1968,2009
Robert,Glass,1939-01-01,United States,1993-07-21,1976,1993
Tim,Squyres,1959-01-01,United States,,,
Mark,Rylance,1960-01-01,United Kingdom,,1980,
Espen,Sandberg,1971-01-01,Norway,,1997,
Moidele,Bickel,1937-01-01,Germany,2016-05-01,1972,2016
Dennis,Sands,,,,1979,
Jeannine,Oppewall,1946-01-01,United States,,1973,
Kristi,Zea,1948-01-01,United States,,1978,
Diane,Warren,1956-01-01,United States,,1983,
James,Webb,1909-01-01,United States,1974-09-27,1938,1971
Giuseppe,Mariani,,,,1952,1992
Odessa,Rae,,Canada,,,
Gregory,Peck,1916-01-01,United States,2003-06-12,1939,2000
Sergio,Pablos,,Spain,,1993,
Daniel,Mandell,1895-01-01,United States,1987-06-08,1922,1966
Emi,Wada,1937-01-01,Japan,2021-11-01,,
Greig,Fraser,,Australia,,2000,
Raymond,Chandler,1888-01-01,United States,1959-03-26,,
Buddy,Baker,1918-01-01,United States,2002-07-26,1934,2001
Jessica,Brooks,,,,,
Jérémy,Comte,,,,,
Nathan,Robitaille,,Canada,,1997,
Ashra,Kelly-Blue,,,,,
Frédéric,Thoraval,1973-01-01,,,,
Willy,Russell,1946-01-01,United Kingdom,,,
Krysty,Wilson-Cairns,1987-01-01,Scotland,,2012,
Judianna,Makovsky,1955-01-01,United States,,1984,
Winona,Ryder,1971-01-01,United States,,1986,
Edward,Zwick,1952-01-01,United States,,1979,
Jason,Baird,,,,,
Yip,Harburg,1896-01-01,United States,1981-03-05,,
Donn,Pearce,1928-01-01,United States,2017-07-25,,
Ernest,Thompson,1949-01-01,United States,,,
Pedro,Almodóvar,1949-01-01,Spain,,1974,
Darius,Scott,1993-01-01,United States,,,
Gerry,Goffin,1939-01-01,United States,2014-06-19,1959,2002
Bill,Condon,1955-01-01,United States,,1981,
Alexander,Courage,1919-01-01,United States,2008-05-15,,
Martin,Childs,1954-01-01,United Kingdom,,1985,
Yura,Borisov,1992-01-01,Russia,,2010,
John,Calley,1930-01-08,United States,2011-09-13,,
Jonah,Hill,1983-01-01,United States,,2003,
Jane,Rosenthal,1956-01-01,United States,,1992,
Judy,Moorcroft,1933-01-01,,1991-12-01,1965,1991
Faith,Hubley,1924-01-01,United States,2001-12-07,1945,2001
Petur,Hliddal,1945-01-01,,,1972,
Winfield,Sheehan,1883-01-24,,1945-07-25,,
Jeanne,Eagels,1890-01-01,United States,1929-10-03,1913,1929
Carter,Burwell,1954-01-01,United States,,1984,
Jaye,Davidson,1968-01-01,United States,,1992,2009
Irene,Cara,1959-01-01,United States,2022-11-25,1965,2011
Rip,Torn,1931-01-01,United States,2019-07-09,1956,2016
Cy,Coleman,1929-01-01,United States,2004-11-18,,
Rick,Hart,,,,1988,2006
Geoffrey,Drake,1911-01-01,,1995-01-01,1949,1981
Robert,Parrish,1916-01-01,United States,1995-12-04,1927,1983
Steve,Golin,1955-01-01,United States,2019-04-21,,
Mauro,Fiore,1964-01-01,Italy,,1986,
Edwin,O'Donovan,1914-01-01,,2000-04-22,1975,1981
Dion,Beebe,1968-01-01,Australia,,1992,
John,Stoll,1913-01-01,United Kingdom,1990-06-01,1947,1989
Armin,Ganz,1948-01-01,United States,1995-10-09,1984,1995
Martin,Jensen,,,,2000,
Robert,Wright,,,,1944,1944
Anna,Johnstone,1913-01-01,United States,1992-10-16,,
Jorge,Preloran,1933-05-28,Buenos Aires,2009-03-28,,
Jaime,Baksht,,,,,
Don,Black,1938-01-01,United Kingdom,,,
Vincent,René-Lortie,,,,,
Burnett,A.S.C.,1905-01-01,United States,1983-05-30,,
Joshua,Oppenheimer,1974-01-01,United States,,1995,
Randy,Newman,1943-01-01,United States,,1961,
The,Stafford,1949-01-01,Egypt,,,
Vincent,Youmans,1898-01-01,United States,1946-04-05,,
Anne,Bancroft,1931-01-01,United States,2005-06-06,1951,2005
Carlos,Carrera,1962-01-01,Mexico,,1991,
Jacobo,Morales,1934-01-01,Puerto Rico,,1950,
Charles,Durning,1923-01-01,United States,2012-12-24,1951,2012
Michèle,Ohayon,,Morocco,,,
Luigi,Gervasi,,,,1947,1968
Chris,Hegedus,1952-01-01,,,,
Tom,Dahl,,,,1977,
Dick,Vorisek,1918-01-01,United States,1989-11-07,1947,1988
Gabriel,Yared,1949-01-01,Lebanon,,,
Will,Jennings,1944-01-01,United States,2024-09-06,,
Arthur,Johns,1889-01-01,United States,1947-09-04,1925,1946
George,FentonCBE,1949-01-01,United Kingdom,,,
Roy,Walker,1931-01-01,United Kingdom,2013-01-01,1953,2001
Michael,Luciano,1909-01-01,United States,1992-09-15,,
John,Howard,1930-01-01,United States,1983-05-28,,
Vincenzo,Cerami,1940-01-01,Italy,2013-07-01,1967,2013
Anthony,Minghella,1954-01-01,United Kingdom,2008-03-01,1975,2008
Ehren,Kruger,1972-01-01,United States,,1998,
Denys,Coop,1920-01-01,United Kingdom,1981-08-01,1936,1981
Edith,Head,1897-01-01,United States,1981-10-24,1924,1981
Jerskin,Fendrix,1995-01-01,"",,2018,
Alan,Bergman,1925-01-01,United States,2022-01-08,2017,2017
Chris,Renaud,1966-12-01,United States,,1989,
Marcus,D'Arcy,,,,1981,
Gary,Fettis,1950-01-01,,,1982,
Lasse,Hallström,1946-01-01,Sweden,,1973,
Henry,Koster,1905-01-01,Germany,1988-09-21,1925,1967
Beatrice,Brentnerová,,,,,
Sue,Marx,1930-01-01,United States,2023-07-17,,
Justin,Timberlake,1981-01-01,United States,,1992,
Peter,Francis,1965-01-01,United Kingdom,,,
Les,Lazarowitz,1941-01-01,,2017-01-06,1971,1999
Michael,Gazzo,1923-01-01,United States,1995-02-14,1953,1995
Richard,Gladstein,,United States,,,
Penelope,Gilliatt,1932-01-01,United Kingdom,1993-05-01,,
Peter,James,1924-01-01,,1997-11-01,1950,1998
Paul,Ta-kuang,1920-01-01,Canada,2004-07-04,,
Reed,Dyk,,,,2012,
Glen,Keane,1954-01-01,United States,,1973,
Urie,McCleary,1905-01-01,United States,1980-12-12,1929,1970
Tom,McArdle,,,,1992,
Jack,Smith,1911-01-01,,1993-11-07,1937,1977
Jeffrey,Beecroft,1956-01-01,United States,,1985,
Leslie,Jr.,1981-01-01,United States,,1998,
Will,Gordon,1969-01-01,United States,,1997,
Kevin,Costner,1955-01-01,United States,,1978,
Waldo,Salt,1914-01-01,United States,1987-03-07,1937,1978
Robert,Blumofe,1909-01-01,United States,2003-07-22,,
Patrick,Williams,1939-01-01,United States,2018-07-25,2018,2018
Bernard,Herzbrun,1891-01-01,United States,1964-01-07,1930,1955
Trish,Summerville,,,,,
Angelina,Jolie,1975-01-01,United States,,1982,
Ed,Wynn,1886-01-01,United States,1966-06-19,1903,1966
Robert,Elswit,1950-01-01,United States,,1977,
Courtney,Marsh,,United States,,,
Jack,Maxsted,1916-04-01,United Kingdom,2001-09-01,1939,1979
W.,Campbell,1933-12-02,,2009-02-11,1974,2005
Den,Tolmor,,Moldova,,1999,
Hall,Bartlett,1922-01-01,United States,1993-09-08,1952,1993
James,Goldman,1927-01-01,United States,1998-10-28,,
Riz,Ortolani,1926-01-01,Italy,2014-01-01,,
Alex,Thomson,1929-01-01,United Kingdom,2007-06-01,1947,2004
Yorgos,Lanthimos,1973-01-01,Greece,,1995,
T.,Clarke,1907-01-01,United Kingdom,1989-02-01,1944,1980
Virgil,Miller,1886-01-01,United States,1974-10-05,,
Jeffrey,Haboush,,,,1983,
Michaël,Wit,1953-01-01,Netherlands,,,
Dominic,Lester,,,,1987,2000
Larry,Kramer,1935-01-01,United States,2020-05-27,2020,2020
Vernon,Dixon,,,2009-06-01,1946,1981
Percy,Heath,1884-01-01,United States,1933-02-09,1919,1933
David,Presto,,,,,
Laura,Blount,,,,,
Karin,Erskine,1945-01-01,Sweden,,1971,2008
Bill,Mason,1929-01-01,Canada,1988-10-29,,
Alfred,Uhry,1936-01-01,United States,,,
Ray,Evans,1915-01-01,United States,2007-02-15,1937,2001
Joseph,Valentine,1900-01-01,United States,1949-05-18,1924,1949
Shel,Silverstein,1930-01-01,United States,1999-05-10,,
William,Walton,,,,,
Savan,Kotecha,,,,,
Rintu,Thomas,,India,,2009,
Salma,Hayek,1966-01-01,Mexico,,1988,
Russell,II,1952-01-01,United States ,,1976,2006
Ian,Voigt,,,,,
William,Kiernan,1908-01-01,United States,1973-11-19,1943,1973
Alan,D'Angerio,,,,,
Charles,Bickford,1891-01-01,United States,1967-11-09,1911,1967
Steve,Williams,1963-01-01,Canada,,1988,
Jena,Friedman,,United States,,,
Randall,Cook,1951-01-01,United States,,1975,2022
Mohammad,Rasoulof,1972-01-01,Iran,,2001,
Bernardino,Zapponi,1927-01-01,Italy,2000-02-01,,
Germaine,Franco,,,,2007,
Arianne,Phillips,1963-01-01,United States,,,
Harry,Kurnitz,1908-01-01,United States,1968-03-18,,
Grant,McCune,1943-01-01,,2010-12-27,,
Fran,Walsh,1959-01-01,New Zealand,,1983,
Oskar,Homolka,1898-01-01,Austria-Hungary,1978-01-27,1926,1976
Christine,Lahti,1950-01-01,United States,,1973,
Talia,Shire,1946-01-01,United States,,1968,
John,Guare,1938-01-01,United States,,,
Igor,Talankin,1927-01-01,Russia,2010-07-01,1960,1992
Conrad,Nervig,1889-01-01,United States,1980-11-26,,
Gordon,Glennan,1903-01-01,,1995-01-07,1956,1956
Jamie,Foxx,1967-01-01,United States,,1988,
Orry,Kelly,1897-01-01,Australia,1964-02-27,,
Sydney,Box,1907-01-01,United Kingdom,1983-05-01,1935,1967
Otho,Lovering,1892-01-01,United States,1968-10-25,,
Ben,Sharpsteen,1895-01-01,United States,1980-12-20,1920,1980
Anna,Sheppard,1946-01-01,Poland,,1971,
Richard,Robbins,1940-01-01,United States,2012-11-07,,
Robert,Mattey,1910-01-01,United States,1993-01-14,1946,1993
Harry,Marker,1899-01-01,United States,1990-10-18,1920,1920
Andrew,Jarecki,1963-01-01,United States,,,
Jule,Styne,1905-01-01,United Kingdom,1994-09-20,1926,1994
Bruno,Coulais,1954-01-01,France,,1978,
James,Ivory,1928-01-01,United States,,1953,
Michael,Seymour,1932-01-01,United Kingdom,2018-12-01,1967,2006
Francis,Faragoh,1898-01-01,Austria-Hungary,1966-07-25,1929,1947
Michael,Cimino,1939-01-01,United States,2016-07-02,1972,2016
Steve,Shagan,1927-01-01,United States,2015-11-30,,
Franklin,Milton,1907-01-01,United States,1985-10-16,1933,1972
Leon,Shamroy,1901-01-01,United States,1974-07-07,,
Lazare,Meerson,1900-01-01,Russia,1938-06-01,1925,1938
Finola,Dwyer,1963-01-01,,,1984,
Peter,Berkos,1922-01-01,United States,2024-01-02,1938,1987
John,Cornell,1941-01-01,Australia,2021-07-01,,
Sidney,Poitier,1927-01-01,United States,2022-01-06,1946,2009
Marion,Cotillard,1975-01-01,France,,1982,
E.,Ames,1906-01-15,United States,1983-07-20,1939,1983
Emile,Mosseri,1985-01-01,United States,,,
Robert,Wright,1914-01-01,United States,2005-07-27,,
John,Seitz,1892-01-01,United States,1979-02-27,1916,1960
Crystal,Jurado,,,,,
Rex,Harrison,1908-01-01,United Kingdom,1990-06-01,1924,1990
Vincent,Arnardi,1957-01-01,France,,1978,
Don,Zimmerman,,,,,
Dorothy,Kingsley,1909-01-01,United States,1997-09-26,,
Doane,Harrison,1894-01-01,United States,1968-11-11,1925,1968
William,Kelley,1929-01-01,United States,2003-02-03,,
Stephen,Altman,1956-01-01,United States,,,
William,Flannery,1898-01-01,United States,1959-01-25,1937,1959
Donald,Ashton,1919-01-01,United Kingdom,2004-08-01,1947,1972
Stuart,Blumberg,1969-01-01,,,1996,
James,Newcom,1905-01-01,United States,1990-10-06,1933,1970
Barbara,Stanwyck,1907-01-01,United States,1990-01-20,1923,1986
Volker,Engel,1965-01-01,Germany,,1990,
Richard,Suckle,1969-01-01,"",,1995,
Al,DiSarro,1951-01-01,,2011-01-01,1982,2012
Edmund,Hansen,1894-01-01,United States,1962-10-10,1928,1944
Tariq,Anwar,1945-01-01,India,,,
Francis,Veber,1937-01-01,France,,,
Jim,Rygiel,1955-01-01,United States ,,,
Paul,Smith,1906-01-01,United States,1985-01-25,1936,1985
Jennifer,Lee,1971-01-01,United States,,2004,
William,Travilla,1920-01-01,United States,1990-11-02,,
John,Evans,,,,1974,2005
Marc,Pilcher,1967-01-01,United Kingdom,2021-10-01,,
Austin,Roberts,1945-01-01,United States,2024-11-01,1968,2024
Pharrell,Williams,1973-01-01,United States,,1992,
Marie,Dressler,1868-01-01,Canada,1934-07-28,1886,1934
Cher,Sarkisian,1946-01-01,United States,,1963,
Julie,Weiss,,,,1975,
William,Goetz,1903-01-01,United States,1969-08-15,1924,1966
Michael,Chandler,,United States,,,
Arthur,Miller,1915-01-01,United States,2005-02-10,,
Tracy,Seretean,,,,,
Ruby,Levitt,1907-01-01,,1992-01-18,1946,1980
Saul,Bass,1920-01-01,United States,1996-04-25,,
Marlene,Dietrich,1901-01-01,Germany,1992-05-01,1919,1984
Elena,Andreicheva,,Ukraine,,,
Ian,Whittaker,1928-01-01,United Kingdom,2022-10-01,1949,2009
Michael,Weller,1942-09-26,United States,,1971,
Antonio,Mateos,,,,1954,2000
Sarah,Mason,1896-01-31,United States,1980-11-28,1918,1949
