firstName,lastName,movieTitle,releaseYear,iteration,categoryName,isWinner
Charlotte,de la Gournerie,Flee,2021,94th,Best Animated Feature Film,no
Monica,Hellström,Flee,2021,94th,Best Animated Feature Film,no
Jonas,Poher Rasmussen,Flee,2021,94th,Best Animated Feature Film,no
Signe,Byrge Sørensen,Flee,2021,94th,Best Animated Feature Film,no
Enrico,Casarosa,Luca,2021,94th,Best Animated Feature Film,no
Mike,Rianda,The Mitchells vs. the Machines,2021,94th,Best Animated Feature Film,no
Phil,Lord,The Mitchells vs. the Machines,2021,94th,Best Animated Feature Film,no
Christopher,Miller,The Mitchells vs. the Machines,2021,94th,Best Animated Feature Film,no
Peter,Del Vecho,Raya and the Last Dragon,2021,94th,Best Animated Feature Film,no
Carlos,López Estrada,Raya and the Last Dragon,2021,94th,Best Animated Feature Film,no
Don,Hall,Raya and the Last Dragon,2021,94th,Best Animated Feature Film,no
Osnat,Shurer,Raya and the Last Dragon,2021,94th,Best Animated Feature Film,no
Guillermo,del Toro,Guillermo del Toro's Pinocchio,2022,95th,Best Animated Feature Film,yes
Mark,Gustafson,Guillermo del Toro's Pinocchio,2022,95th,Best Animated Feature Film,yes
Alex,Bulkley,Guillermo del Toro's Pinocchio,2022,95th,Best Animated Feature Film,yes
Dean,Fleischer Camp,Marcel the Shell with Shoes On,2021,95th,Best Animated Feature Film,no
Elisabeth,Holm,Marcel the Shell with Shoes On,2021,95th,Best Animated Feature Film,no
Caroline,Kaplan,Marcel the Shell with Shoes On,2021,95th,Best Animated Feature Film,no
Paul,Mezey,Marcel the Shell with Shoes On,2021,95th,Best Animated Feature Film,no
Joel,Crawford,Puss in Boots: The Last Wish,2022,95th,Best Animated Feature Film,no
Chris,Williams,The Sea Beast,2022,95th,Best Animated Feature Film,no
Domee,Shi,Turning Red,2022,95th,Best Animated Feature Film,no
Hayao,Miyazaki,The Boy and the Heron,2023,96th,Best Animated Feature Film,yes
Toshio,Suzuki,The Boy and the Heron,2023,96th,Best Animated Feature Film,yes
Peter,Sohn,Elemental,2023,96th,Best Animated Feature Film,no
Nick,Bruno,Nimona,2023,96th,Best Animated Feature Film,no
Troy,Quane,Nimona,2023,96th,Best Animated Feature Film,no
Pablo,Berger,Robot Dreams,2023,96th,Best Animated Feature Film,no
Joaquim,Dos Santos,Spider-Man: Across the Spider-Verse,2023,96th,Best Animated Feature Film,no
Kemp,Powers,Spider-Man: Across the Spider-Verse,2023,96th,Best Animated Feature Film,no
Phil,Lord,Spider-Man: Across the Spider-Verse,2023,96th,Best Animated Feature Film,no
Christopher,Miller,Spider-Man: Across the Spider-Verse,2023,96th,Best Animated Feature Film,no
Amy,Pascal,Spider-Man: Across the Spider-Verse,2023,96th,Best Animated Feature Film,no
Gints,Zilbalodis,Flow,2024,97th,Best Animated Feature Film,yes
Matīss,Kaža,Flow,2024,97th,Best Animated Feature Film,yes
Kelsey,Mann,Inside Out 2,2024,97th,Best Animated Feature Film,no
Adam,Elliot,Memoir of a Snail,2024,97th,Best Animated Feature Film,no
Nick,Park,Wallace & Gromit: Vengeance Most Fowl,2024,97th,Best Animated Feature Film,no
Chris,Sanders,The Wild Robot,2024,97th,Best Animated Feature Film,no
Jeff,Hermann,The Wild Robot,2024,97th,Best Animated Feature Film,no
Walt,Disney,Flowers and Trees,1932,5th,Best Animated Short Film,yes
Leon,Schlesinger,It's Got Me Again!,1932,5th,Best Animated Short Film,no
Walt,Disney,Mickey's Orphans,1931,5th,Best Animated Short Film,no
Walt,Disney,Three Little Pigs,1933,6th,Best Animated Short Film,yes
Walt,Disney,Building a Building,1933,6th,Best Animated Short Film,no
Walter,Lantz,The Merry Old Soul,1933,6th,Best Animated Short Film,no
Walt,Disney,The Tortoise and the Hare,1935,7th,Best Animated Short Film,yes
Charles,Mintz,Holiday Land,1934,7th,Best Animated Short Film,no
Walter,Lantz,Jolly Little Elves,1934,7th,Best Animated Short Film,no
Walt,Disney,Three Orphan Kittens,1935,8th,Best Animated Short Film,yes
Harman,Ising,The Calico Dragon,1935,8th,Best Animated Short Film,no
Walt,Disney,Who Killed Cock Robin?,1935,8th,Best Animated Short Film,no
Walt,Disney,The Country Cousin,1936,9th,Best Animated Short Film,yes
Harman,Ising,The Old Mill Pond,1936,9th,Best Animated Short Film,no
Max,Fleischer,Popeye the Sailor Meets Sindbad the Sailor,1936,9th,Best Animated Short Film,no
Walt,Disney,The Old Mill,1937,10th,Best Animated Short Film,yes
Max,Fleischer,Educated Fish,1937,10th,Best Animated Short Film,no
Charles,Mintz,Little Match Girl,1937,10th,Best Animated Short Film,no
Walt,Disney,Ferdinand the Bull,1938,11th,Best Animated Short Film,yes
Walt,Disney,Brave Little Tailor,1938,11th,Best Animated Short Film,no
Max,Fleischer,Hunky and Spunky,1938,11th,Best Animated Short Film,no
Walt,Disney,Mother Goose Goes Hollywood,1938,11th,Best Animated Short Film,no
Walt,Disney,The Ugly Duckling,1939,12th,Best Animated Short Film,yes
Leon,Schlesinger,Detouring America,1939,12th,Best Animated Short Film,no
Harman,Ising,Peace on Earth,1939,12th,Best Animated Short Film,no
Walt,Disney,The Pointer,1939,12th,Best Animated Short Film,no
Fred,Quimby,The Milky Way,1940,13th,Best Animated Short Film,yes
Fred,Quimby,Puss Gets the Boot,1940,13th,Best Animated Short Film,no
Leon,Schlesinger,A Wild Hare,1940,13th,Best Animated Short Film,no
Walt,Disney,Lend a Paw,1941,14th,Best Animated Short Film,yes
Walter,Lantz,"Boogie Woogie Bugle Boy of Company ""B""",1941,14th,Best Animated Short Film,no
Leon,Schlesinger,Hiawatha's Rabbit Hunt,1941,14th,Best Animated Short Film,no
Fred,Quimby,The Night Before Christmas,1941,14th,Best Animated Short Film,no
Leon,Schlesinger,Rhapsody in Rivets,1941,14th,Best Animated Short Film,no
George,Pal,Rhythm in the Ranks,1941,14th,Best Animated Short Film,no
Fred,Quimby,The Rookie Bear,1941,14th,Best Animated Short Film,no
Max,Fleischer,Superman,1941,14th,Best Animated Short Film,no
Walt,Disney,Truant Officer Donald,1941,14th,Best Animated Short Film,no
Walt,Disney,Der Fuehrer's Face,1943,15th,Best Animated Short Film,yes
Paul,Terry,"All Out for ""V""",1942,15th,Best Animated Short Film,no
Fred,Quimby,Blitz Wolf,1942,15th,Best Animated Short Film,no
Walter,Lantz,Juke Box Jamboree,1942,15th,Best Animated Short Film,no
Leon,Schlesinger,Pigs in a Polka,1943,15th,Best Animated Short Film,no
George,Pal,Tulips Shall Grow,1942,15th,Best Animated Short Film,no
Fred,Quimby,The Yankee Doodle Mouse,1943,16th,Best Animated Short Film,yes
George,Pal,The 500 Hats of Bartholomew Cubbins,1943,16th,Best Animated Short Film,no
Walter,Lantz,The Dizzy Acrobat,1943,16th,Best Animated Short Film,no
Leon,Schlesinger,Greetings Bait,1943,16th,Best Animated Short Film,no
Dave,Fleischer,Imagination,1943,16th,Best Animated Short Film,no
Walt,Disney,Reason and Emotion,1943,16th,Best Animated Short Film,no
Fred,Quimby,Mouse Trouble,1944,17th,Best Animated Short Film,yes
George,Pal,And to Think That I Saw It on Mulberry Street,1944,17th,Best Animated Short Film,no
Hugh,McCollum,"Dog, Cat and Canary",1944,17th,Best Animated Short Film,no
Walter,Lantz,Fish Fry,1944,17th,Best Animated Short Film,no
Walt,Disney,How to Play Football,1944,17th,Best Animated Short Film,no
Paul,Terry,"My Boy, Johnny",1944,17th,Best Animated Short Film,no
Leon,Schlesinger,Swooner Crooner,1944,17th,Best Animated Short Film,no
Fred,Quimby,Quiet Please!,1945,18th,Best Animated Short Film,yes
Walt,Disney,Donald's Crime,1945,18th,Best Animated Short Film,no
George,Pal,Jasper and the Beanstalk,1945,18th,Best Animated Short Film,no
Edward,Selzer,Life with Feathers,1945,18th,Best Animated Short Film,no
Paul,Terry,Mighty Mouse in Gypsy Life,1945,18th,Best Animated Short Film,no
Walter,Lantz,The Poet and Peasant,1945,18th,Best Animated Short Film,no
Fred,Quimby,The Cat Concerto,1947,19th,Best Animated Short Film,yes
George,Pal,John Henry and the Inky-Poo,1946,19th,Best Animated Short Film,no
Walter,Lantz,Musical Moments from Chopin,1947,19th,Best Animated Short Film,no
Walt,Disney,Squatter's Rights,1946,19th,Best Animated Short Film,no
Edward,Selzer,Walky Talky Hawky,1946,19th,Best Animated Short Film,no
Edward,Selzer,Tweetie Pie,1947,20th,Best Animated Short Film,yes
Walt,Disney,Chip an' Dale,1947,20th,Best Animated Short Film,no
Fred,Quimby,Dr. Jekyll and Mr. Mouse,1947,20th,Best Animated Short Film,no
Walt,Disney,Pluto's Blue Note,1947,20th,Best Animated Short Film,no
George,Pal,Tubby the Tuba,1947,20th,Best Animated Short Film,no
Fred,Quimby,The Little Orphan,1949,21st,Best Animated Short Film,yes
Walt,Disney,Mickey and the Seal,1948,21st,Best Animated Short Film,no
Edward,Selzer,Mouse Wreckers,1949,21st,Best Animated Short Film,no
United,Productions of America,Robin Hoodlum,1948,21st,Best Animated Short Film,no
Walt,Disney,Tea for Two Hundred,1948,21st,Best Animated Short Film,no
Edward,Selzer,For Scent-imental Reasons,1949,22nd,Best Animated Short Film,yes
Fred,Quimby,Hatch Up Your Troubles,1949,22nd,Best Animated Short Film,no
Stephen,Bosustow,Magic Fluke,1949,22nd,Best Animated Short Film,no
Walt,Disney,Toy Tinkers,1949,22nd,Best Animated Short Film,no
Stephen,Bosustow,Gerald McBoing-Boing,1950,23rd,Best Animated Short Film,yes
Fred,Quimby,Jerry's Cousin,1950,23rd,Best Animated Short Film,no
Stephen,Bosustow,Trouble Indemnity,1950,23rd,Best Animated Short Film,no
Fred,Quimby,The Two Mouseketeers,1952,24th,Best Animated Short Film,yes
Walt,Disney,Lambert the Sheepish Lion,1952,24th,Best Animated Short Film,no
Stephen,Bosustow,Rooty Toot Toot,1951,24th,Best Animated Short Film,no
Fred,Quimby,Johann Mouse,1953,25th,Best Animated Short Film,yes
Stephen,Bosustow,Madeline,1952,25th,Best Animated Short Film,no
Tom,Daly,Romance of Transportation,1952,25th,Best Animated Short Film,no
Walt,Disney,"Toot, Whistle, Plunk and Boom",1953,26th,Best Animated Short Film,yes
Stephen,Bosustow,Christopher Crumpet,1953,26th,Best Animated Short Film,no
Edward,Selzer,From A to Z-Z-Z-Z,1954,26th,Best Animated Short Film,no
Stephen,Bosustow,When Magoo Flew,1954,27th,Best Animated Short Film,yes
Walter,Lantz,Crazy Mixed Up Pup,1954,27th,Best Animated Short Film,no
Walt,Disney,Pigs Is Pigs,1954,27th,Best Animated Short Film,no
Edward,Selzer,Sandy Claws,1954,27th,Best Animated Short Film,no
Fred,Quimby,"Touché, Pussy Cat!",1954,27th,Best Animated Short Film,no
Edward,Selzer,Speedy Gonzales,1955,28th,Best Animated Short Film,yes
Fred,Quimby,Good Will to Men,1955,28th,Best Animated Short Film,no
William,Hanna,Good Will to Men,1955,28th,Best Animated Short Film,no
Joseph,Barbera,Good Will to Men,1955,28th,Best Animated Short Film,no
Walter,Lantz,The Legend of Rockabye Point,1955,28th,Best Animated Short Film,no
Walt,Disney,No Hunting,1955,28th,Best Animated Short Film,no
Stephen,Bosustow,Magoo's Puddle Jumper,1956,29th,Best Animated Short Film,yes
Edward,Selzer,Birds Anonymous,1957,30th,Best Animated Short Film,yes
William,Hanna,One Droopy Knight,1957,30th,Best Animated Short Film,no
Joseph,Barbera,One Droopy Knight,1957,30th,Best Animated Short Film,no
Stephen,Bosustow,Trees and Jamaica Daddy,1957,30th,Best Animated Short Film,no
Walt,Disney,The Truth About Mother Goose,1957,30th,Best Animated Short Film,no
John,W. Burton,Knighty Knight Bugs,1958,31st,Best Animated Short Film,yes
Walt,Disney,Paul Bunyan,1958,31st,Best Animated Short Film,no
John,Hubley,Moonbird,1959,32nd,Best Animated Short Film,yes
John,W. Burton,Mexicali Shmoes,1959,32nd,Best Animated Short Film,no
Walt,Disney,Noah's Ark,1959,32nd,Best Animated Short Film,no
Ernest,Pintoff,The Violinist,1959,32nd,Best Animated Short Film,no
William,L. Snyder,Munro,1960,33rd,Best Animated Short Film,yes
Walt,Disney,Goliath II,1960,33rd,Best Animated Short Film,no
Warner,Bros.,High Note,1960,33rd,Best Animated Short Film,no
Zagreb,Film,Ersatz,1961,34th,Best Animated Short Film,yes
Walt,Disney,Aquamania,1961,34th,Best Animated Short Film,no
Chuck,Jones,Beep Prepared,1961,34th,Best Animated Short Film,no
Friz,Freleng,The Pied Piper of Guadalupe,1961,34th,Best Animated Short Film,no
Faith,Hubley,The Hole,1962,35th,Best Animated Short Film,yes
John,Hubley,The Hole,1962,35th,Best Animated Short Film,yes
Jules,Engel,Icarus Montgolfier Wright,1962,35th,Best Animated Short Film,no
Warner,Bros.,Now Hear This,1963,35th,Best Animated Short Film,no
William,L. Snyder,Self Defense—For Cowards,1962,35th,Best Animated Short Film,no
Walt,Disney,A Symposium on Popular Songs,1962,35th,Best Animated Short Film,no
Ernest,Pintoff,The Critic,1963,36th,Best Animated Short Film,yes
John,Halas,Automania 2000,1963,36th,Best Animated Short Film,no
Dušan,Vukotić,The Game (Igra),1963,36th,Best Animated Short Film,no
Tom,Daly,My Financial Career,1962,36th,Best Animated Short Film,no
Colin,Low,My Financial Career,1962,36th,Best Animated Short Film,no
Carmen,D'Avino,Pianissimo,1963,36th,Best Animated Short Film,no
David,H. DePatie,The Pink Phink,1964,37th,Best Animated Short Film,yes
Friz,Freleng,The Pink Phink,1964,37th,Best Animated Short Film,yes
National,Film Board of Canada,Christmas Cracker,1963,37th,Best Animated Short Film,no
William,L. Snyder,Here's Nudnik,1964,37th,Best Animated Short Film,no
Chuck,Jones,The Dot and the Line,1965,38th,Best Animated Short Film,yes
Eli,Noyes,Clay or The Origin of Species,1965,38th,Best Animated Short Film,no
Emanuele,Luzzati,The Thieving Magpie,1965,38th,Best Animated Short Film,no
Faith,Hubley,A Herb Alpert and the Tijuana Brass Double Feature,1966,39th,Best Animated Short Film,yes
John,Hubley,A Herb Alpert and the Tijuana Brass Double Feature,1966,39th,Best Animated Short Film,yes
Wolf,Koenig,The Drag,1966,39th,Best Animated Short Film,no
Robert,Verrall,The Drag,1966,39th,Best Animated Short Film,no
David,H. DePatie,The Pink Blueprint,1966,39th,Best Animated Short Film,no
Friz,Freleng,The Pink Blueprint,1966,39th,Best Animated Short Film,no
Fred,Wolf,The Box,1967,40th,Best Animated Short Film,yes
Robert,Verrall,What on Earth!,1966,40th,Best Animated Short Film,no
Wolf,Koenig,What on Earth!,1966,40th,Best Animated Short Film,no
Walt,Disney,Winnie the Pooh and the Blustery Day,1968,41st,Best Animated Short Film,yes
Wolf,Koenig,The House That Jack Built,1967,41st,Best Animated Short Film,no
Jimmy,Murakami,The Magic Pear Tree,1968,41st,Best Animated Short Film,no
Faith,Hubley,Windy Day,1968,41st,Best Animated Short Film,no
John,Hubley,Windy Day,1968,41st,Best Animated Short Film,no
Ward,Kimball,It's Tough to Be a Bird,1969,42nd,Best Animated Short Film,yes
Faith,Hubley,Of Men and Demons,1969,42nd,Best Animated Short Film,no
John,Hubley,Of Men and Demons,1969,42nd,Best Animated Short Film,no
Ryan,Larkin,Walking,1968,42nd,Best Animated Short Film,no
Dale,Case,The Further Adventures of Uncle Sam,1970,43rd,Best Animated Short Film,no
Ted,Petok,The Crunch Bird,1971,44th,Best Animated Short Film,yes
Michael,Mills,Evolution,1971,44th,Best Animated Short Film,no
Gerald,Potterton,The Selfish Giant,1972,44th,Best Animated Short Film,no
Richard,Williams,A Christmas Carol,1971,45th,Best Animated Short Film,yes
Bob,Godfrey,Kama Sutra Rides Again,1972,45th,Best Animated Short Film,no
Nedeljko,Dragić,Tup Tup,1972,45th,Best Animated Short Film,no
Frank,Mouris,Frank Film,1973,46th,Best Animated Short Film,yes
Emanuele,Luzzati,Pulcinella,1973,46th,Best Animated Short Film,no
Bob,Gardiner,Closed Mondays,1974,47th,Best Animated Short Film,yes
Will,Vinton,Closed Mondays,1974,47th,Best Animated Short Film,yes
Robert,Verrall,The Family That Dwelt Apart,1973,47th,Best Animated Short Film,no
Peter,Foldes,Hunger,1974,47th,Best Animated Short Film,no
René,Jodoin,Hunger,1974,47th,Best Animated Short Film,no
Faith,Hubley,Voyage to Next,1974,47th,Best Animated Short Film,no
John,Hubley,Voyage to Next,1974,47th,Best Animated Short Film,no
Wolfgang,Reitherman,Winnie the Pooh and Tigger Too,1974,47th,Best Animated Short Film,no
Bob,Godfrey,Great,1975,48th,Best Animated Short Film,yes
Robert,Swarthe,Kick Me,1975,48th,Best Animated Short Film,no
René,Jodoin,Monsieur Pointu,1975,48th,Best Animated Short Film,no
Bernard,Longpré,Monsieur Pointu,1975,48th,Best Animated Short Film,no
Marcell,Jankovics,Sisyphus,1974,48th,Best Animated Short Film,no
Suzanne,Baker,Leisure,1976,49th,Best Animated Short Film,yes
Caroline,Leaf,The Street,1976,49th,Best Animated Short Film,no
Co,Hoedeman,The Sand Castle,1977,50th,Best Animated Short Film,yes
Ishu,Patel,The Bead Game,1977,50th,Best Animated Short Film,no
Faith,Hubley,A Doonesbury Special,1977,50th,Best Animated Short Film,no
John,Hubley,A Doonesbury Special,1977,50th,Best Animated Short Film,no
Garry,Trudeau,A Doonesbury Special,1977,50th,Best Animated Short Film,no
Robert,Grossman,Jimmy the C,1977,50th,Best Animated Short Film,no
Eunice,Macaulay,Special Delivery,1978,51st,Best Animated Short Film,yes
John,Weldon,Special Delivery,1978,51st,Best Animated Short Film,yes
Will,Vinton,Rip Van Winkle,1978,51st,Best Animated Short Film,no
Derek,Lamb,Every Child,1979,52nd,Best Animated Short Film,yes
Bob,Godfrey,Dream Doll,1979,52nd,Best Animated Short Film,no
Zlatko,Grgić,Dream Doll,1979,52nd,Best Animated Short Film,no
Paul,Fierlinger,It's So Nice to Have a Wolf Around the House,1979,52nd,Best Animated Short Film,no
Ferenc,Rofusz,The Fly,1980,53rd,Best Animated Short Film,yes
Frédéric,Back,All Nothing,1978,53rd,Best Animated Short Film,no
Michael,Mills,History of the World in Three Minutes Flat,1980,53rd,Best Animated Short Film,no
Frédéric,Back,Crac,1981,54th,Best Animated Short Film,yes
Will,Vinton,The Creation,1981,54th,Best Animated Short Film,no
Janet,Perlman,The Tender Tale of Cinderella Penguin,1981,54th,Best Animated Short Film,no
Zbigniew,Rybczyński,Tango,1982,55th,Best Animated Short Film,yes
Will,Vinton,The Great Cognito,1982,55th,Best Animated Short Film,no
John,Coates,The Snowman,1982,55th,Best Animated Short Film,no
Dianne,Jackson,The Snowman,1982,55th,Best Animated Short Film,no
Burny,Mattinson,Mickey's Christmas Carol,1983,56th,Best Animated Short Film,no
Jon,Minnis,Charade,1984,57th,Best Animated Short Film,yes
Morton,Schindel,Doctor DeSoto,1984,57th,Best Animated Short Film,no
Michael,Sporn,Doctor DeSoto,1984,57th,Best Animated Short Film,no
Ishu,Patel,Paradise,1984,57th,Best Animated Short Film,no
Cilia,van Dijk,Anna & Bella,1984,58th,Best Animated Short Film,yes
Richard,Condie,The Big Snit,1985,58th,Best Animated Short Film,no
Michael,Scott,The Big Snit,1985,58th,Best Animated Short Film,no
Alison,Snowden,Second Class Mail,1985,58th,Best Animated Short Film,no
John,Lasseter,Luxo Jr.,1986,59th,Best Animated Short Film,no
Bill,Reeves,Luxo Jr.,1986,59th,Best Animated Short Film,no
Frédéric,Back,The Man Who Planted Trees,1987,60th,Best Animated Short Film,yes
Eunice,Macaulay,George and Rosemary,1987,60th,Best Animated Short Film,no
Bill,Plympton,Your Face,1987,60th,Best Animated Short Film,no
John,Lasseter,Tin Toy,1988,61st,Best Animated Short Film,yes
Bill,Reeves,Tin Toy,1988,61st,Best Animated Short Film,yes
Cordell,Barker,The Cat Came Back,1988,61st,Best Animated Short Film,no
Bill,Kroyer,Technological Threat,1988,61st,Best Animated Short Film,no
Wolfgang,Lauenstein,Balance,1989,62nd,Best Animated Short Film,yes
Christoph,Lauenstein,Balance,1989,62nd,Best Animated Short Film,yes
Aleksandr,Petrov,The Cow,1989,62nd,Best Animated Short Film,no
Mark,Baker,The Hill Farm,1989,62nd,Best Animated Short Film,no
Nick,Park,Creature Comforts,1989,63rd,Best Animated Short Film,yes
